,cluster,x,y
170,-1,16.051447,53.18692
171,-1,30.821014,-11.204955
172,1,-24.304487,-67.51997
173,2,-2.4419968,72.871086
174,3,3.214893,31.282074
175,-1,31.210596,65.99772
176,-1,-82.01943,-19.455635
177,1,-38.12423,10.867885
178,-1,22.18508,-20.853521
179,2,-12.793586,70.225555
180,1,-37.57659,9.306095
181,1,-15.879908,-51.574642
182,0,39.267185,-48.566326
183,-1,-44.95629,-55.917835
184,-1,-64.06675,6.473425
185,2,-14.144217,72.44917
186,-1,-78.71576,-21.603039
187,-1,28.520058,-41.863728
188,1,-26.722605,-39.978695
189,-1,-71.621185,14.969407
190,-1,-27.033495,-67.471985
191,3,-7.7574096,19.274277
192,2,-31.705454,62.132324
193,0,36.743397,-61.74072
194,1,-72.295006,10.091114
195,1,-6.494671,-18.634966
196,-1,-8.186135,66.29126
197,3,45.346912,53.399185
198,1,2.6933415,-47.601704
199,-1,-13.447252,-67.70432
200,0,59.846535,-2.31322
201,-1,33.003414,1.7885607
202,-1,-45.361073,-24.746021
203,1,-22.610332,0.86658806
204,3,56.091717,44.66728
205,2,-21.66297,53.99246
206,0,57.292984,-11.021612
207,3,-2.4648526,20.475454
208,-1,-41.5306,-6.853257
209,-1,38.28574,-4.1345234
210,-1,41.701862,22.307957
211,1,-77.652245,14.517349
212,1,-0.33968756,-36.561443
213,-1,22.031866,49.784405
214,-1,4.141358,5.195911
215,3,61.943943,47.80891
216,-1,25.762445,51.150864
217,1,-82.26107,-1.3107647
218,-1,-42.58536,55.84584
219,-1,69.02293,-11.166964
220,-1,-8.62033,57.854195
221,0,18.293442,-70.66578
222,-1,-3.6364963,46.36691
223,-1,31.690712,16.538727
224,3,41.00126,14.481274
225,2,-7.5157514,66.74136
226,-1,24.239944,51.079235
227,-1,-9.752652,60.774372
228,0,37.820267,-53.24303
229,1,-47.628906,-22.08104
230,1,-7.55231,-39.789425
231,3,2.7467513,30.625957
232,2,-46.96565,54.692535
233,-1,-81.04334,14.846079
234,-1,33.596443,-15.052725
235,3,0.1861863,6.192532
236,3,52.696198,46.654953
237,-1,-52.92312,-38.363094
238,-1,-18.17976,-3.0441694
239,0,56.33125,-16.74827
240,3,43.880592,17.351461
241,-1,-1.2490494,-44.982925
242,0,75.86814,19.3905
243,1,-78.65743,2.5751698
244,-1,19.52507,-69.671646
245,-1,45.43197,-10.896832
246,0,62.617332,-26.835968
247,-1,54.24847,51.642998
248,-1,70.85829,39.14843
249,1,-73.67398,1.2700939
250,3,37.009792,21.817154
251,-1,-2.8294106,20.204954
252,2,-7.1184897,67.850845
253,0,57.762226,-24.551949
254,-1,22.792757,12.30443
255,-1,-42.597122,-54.793236
256,-1,-32.29245,-10.392049
257,-1,68.605865,42.200974
258,-1,-68.75536,17.087994
259,-1,-20.577513,-62.560883
260,2,-31.850718,50.91479
261,3,49.756584,64.38628
262,-1,14.007654,-21.29458
263,2,-49.003166,58.219746
264,2,-20.970297,59.08214
265,-1,-59.88216,20.002165
266,-1,-24.93412,-8.189101
267,-1,-14.622728,-27.422386
268,-1,36.9297,34.25309
269,0,72.77903,5.513694
270,-1,61.600693,53.937065
271,2,-54.77736,40.998173
272,1,-72.81305,5.3776183
273,1,-39.097816,-18.959408
274,-1,-8.3954935,60.709988
275,1,-46.100372,3.8180575
276,1,-23.307669,-72.87904
277,-1,-24.779192,-7.5037
278,1,-73.398705,16.86993
279,-1,-80.183105,-21.104586
280,-1,14.75984,-3.9604952
281,1,-0.6955158,-37.235676
282,-1,15.301973,29.601973
283,-1,22.642412,28.949795
284,-1,47.3727,49.374626
285,2,-22.708092,69.52286
286,-1,38.99189,-52.442398
287,0,56.538143,-26.930868
288,1,-78.215996,5.663396
289,-1,-29.231691,-44.66748
290,-1,45.99525,-52.515465
291,1,-21.110739,-4.192578
292,1,-1.6646078,-35.55643
293,1,-72.54024,10.627975
294,-1,-31.335922,52.946926
295,1,-47.260212,5.649815
296,3,0.4728239,15.321554
297,3,54.332783,53.093014
298,-1,25.309303,49.79827
299,1,-45.868633,11.668778
300,2,-46.442547,53.098488
301,1,-48.049004,-14.789028
302,-1,-4.247595,21.43658
303,1,-44.181538,0.26484853
304,-1,12.534424,66.49965
305,0,70.26486,-18.071367
306,-1,59.473663,5.051737
307,3,-1.554611,42.76705
308,-1,-31.010056,-32.748386
309,-1,-80.85601,-20.925293
310,2,-24.767855,65.36808
311,1,-72.78448,8.561003
312,1,-43.149876,2.3715353
313,-1,-24.325191,-65.22798
314,1,2.5214121,-54.538628
315,3,-13.318007,27.092312
316,3,5.0126944,48.353218
317,0,71.98765,-15.58986
318,1,-49.76153,-18.370342
319,-1,47.84536,-5.642916
320,3,36.49661,22.62526
321,-1,-35.784473,21.346786
322,-1,70.18862,-0.656088
323,0,63.716076,-9.221767
324,-1,62.776733,-31.435078
325,1,-79.8963,3.2058058
326,1,-46.25202,11.992432
327,1,-6.4377685,-36.232548
328,0,56.922924,-31.293404
329,1,-33.888535,8.019395
330,1,3.132579,-43.678596
331,1,-85.7017,7.967064
332,2,-11.520102,58.675667
333,3,58.38183,46.393257
334,2,-30.349806,57.491177
335,-1,18.786448,-78.37165
336,1,-33.21584,-11.1930485
337,-1,52.020847,61.86302
338,0,3.445131,-78.679016
339,-1,-23.848726,78.36259
340,-1,-32.819336,6.4420238
341,-1,22.622501,-46.226704
342,3,9.53346,43.79719
343,-1,-41.36372,-73.44389
344,0,43.467403,-55.69133
345,3,47.57345,61.38527
346,-1,34.98397,-58.917362
347,-1,5.9065433,-83.224464
348,0,21.836323,-74.39241
349,-1,-14.2223625,-71.430984
350,-1,40.03961,14.700729
351,1,-32.079136,17.681267
352,-1,9.05121,21.69771
353,2,-4.032669,72.97891
354,-1,-35.850178,-18.689363
355,2,-54.516605,40.94539
356,-1,-12.897807,-15.895337
357,0,76.88903,-4.8179836
358,-1,-74.42444,-19.95285
359,-1,-55.655376,-37.330948
360,3,55.852818,42.33757
361,2,-19.744635,77.69081
362,-1,-38.831783,-76.40683
363,-1,-60.90903,-32.850937
364,1,-36.04901,9.43786
365,1,-7.8828497,-54.296654
366,2,-9.8440895,56.3847
367,1,1.3769554,-35.04187
368,-1,30.866455,-28.380014
369,3,-11.916236,29.704487
370,1,-13.772653,-15.062728
371,1,-15.070057,-32.989727
372,-1,-68.43863,0.87904334
373,-1,-61.117435,-42.502544
374,0,60.328938,-36.997547
375,1,-13.352935,-28.556854
376,-1,-76.71544,-23.840305
377,1,-10.990963,-41.58622
378,-1,2.3111181,-85.802956
379,1,-45.93305,-3.8583605
380,3,-4.996723,11.650694
381,3,-3.1337037,12.29114
382,-1,65.906944,40.812355
383,1,-19.916136,-0.3413473
384,-1,-58.10641,19.921206
385,1,-4.4038644,-37.540905
386,-1,79.91181,-8.047688
387,0,52.58434,-35.81664
388,-1,-64.210495,-35.716167
389,1,-8.447721,-43.69819
390,0,26.497444,-44.33424
391,3,45.762478,50.10751
392,2,-34.129547,63.629063
393,-1,20.238136,-2.7827413
394,0,17.642303,-74.718025
395,3,1.3190467,35.529907
396,1,-32.26224,10.722185
397,0,65.239265,12.366176
398,2,-19.781126,81.316246
399,2,-38.261612,46.22509
400,-1,27.272429,-64.39981
401,1,11.200627,-43.544106
402,-1,16.802727,38.507977
403,0,27.225405,-44.14407
404,-1,55.28547,48.617825
405,-1,5.1147375,28.111902
406,-1,8.559618,20.510931
407,0,78.26499,20.754416
408,2,-13.776827,73.30503
409,1,-14.127146,-44.952557
410,3,2.3018253,47.145054
411,-1,39.3478,56.1062
412,0,32.38824,-70.64097
413,1,-27.188625,-73.37848
414,3,47.49543,63.817795
415,1,-16.785477,-72.1449
416,1,-17.650316,-47.8961
417,-1,77.93911,4.4882503
418,3,40.284683,65.53994
419,0,1.677644,-79.78988
420,1,1.7932615,-47.46179
421,-1,-8.500066,-12.06889
422,-1,-50.452305,-39.07545
423,-1,-29.711796,52.571106
424,-1,22.984266,31.060575
425,-1,-26.021072,-29.960535
426,-1,-62.77565,-43.697563
427,-1,-12.587925,-14.885091
428,2,-47.42718,53.62051
429,3,56.759018,42.788414
430,2,-50.778862,39.742996
431,0,63.201797,4.130925
432,-1,-54.35622,-55.524338
433,1,-39.020298,17.148693
434,-1,-65.54655,-35.60087
435,3,56.847496,41.93833
436,2,-11.057101,72.11382
437,1,-19.632263,-29.536695
438,2,-13.18349,57.339108
439,0,77.46743,-8.363696
440,-1,-80.41949,-19.81994
441,1,-43.18913,8.178887
442,3,-11.788637,9.691204
443,-1,-38.02062,-71.33659
444,-1,-26.922483,15.096621
445,-1,64.6159,14.494065
446,2,-53.447323,39.664234
447,1,-1.8797902,-31.18068
448,1,6.4495525,-44.7965
449,-1,15.093137,16.282352
450,-1,-20.55143,51.4838
451,-1,-72.36759,-24.50043
452,-1,49.241436,57.701214
453,1,-8.811942,-26.345976
454,-1,26.865097,24.355303
455,-1,41.52212,9.938778
456,3,8.073175,44.085133
457,1,-70.83287,17.126303
458,2,-49.23595,57.702183
459,1,-38.17925,2.7448826
460,0,79.45222,-2.7275045
461,1,-40.277035,2.8937607
462,3,0.44204584,38.239704
463,1,-42.70378,3.7808301
464,2,-52.170757,53.97156
465,-1,-64.02286,-40.34839
466,0,28.862423,-70.114685
467,0,75.73963,8.002255
468,2,-42.697414,58.802994
469,-1,-52.401203,32.710323
470,-1,55.294586,-39.26138
471,1,-67.44976,-0.50608677
472,-1,-15.949609,65.06833
473,-1,-8.564914,37.328613
474,3,61.86932,52.784336
475,-1,25.662512,-66.436165
476,1,-48.24365,-11.6017065
477,-1,-41.036865,49.23141
478,0,25.268488,-73.519485
479,3,-8.996653,15.766927
480,-1,12.188429,-7.7596154
481,-1,29.620605,-27.108519
482,-1,-12.385451,33.181465
483,-1,60.032486,-41.226418
484,-1,-37.945934,-22.227936
485,-1,-56.68016,-36.191513
486,1,-77.22396,6.998103
487,-1,-61.242245,-44.73159
488,3,52.416145,57.201275
489,-1,30.553612,64.71143
490,3,29.87504,12.20701
491,-1,-75.290535,8.72735
492,-1,-60.165627,-39.544098
493,-1,16.097769,-68.162
494,2,-51.994946,52.832443
495,1,-45.640335,12.276389
496,-1,38.14431,6.602192
497,-1,-73.0397,-22.496645
498,1,-23.654514,-3.5322018
499,2,-45.205124,54.19943
500,-1,-39.81437,42.54964
501,-1,31.88377,67.59409
502,-1,40.03593,18.307701
503,-1,33.821045,13.1924925
504,-1,47.038185,23.327211
505,0,70.55157,7.1364107
506,0,64.74195,-1.6036873
507,1,-66.29947,0.12773551
508,1,5.704423,-36.760643
509,3,-3.6265652,11.195639
510,-1,75.13847,1.2520571
511,-1,53.65743,-39.641407
512,3,-0.9789635,19.743483
513,-1,2.022799,10.563721
514,-1,-68.25475,16.627455
515,1,3.7315192,-45.01734
516,1,-18.615654,-46.021084
517,-1,51.826515,-21.710876
518,0,-0.6902091,-78.05983
519,-1,-13.295754,-67.75321
520,-1,-60.644833,17.332047
521,-1,14.868195,53.64957
522,-1,-7.152333,63.17513
523,-1,66.68759,-36.45469
524,-1,4.0917444,-75.850235
525,1,-32.839985,-15.395293
526,-1,-8.299045,-7.6109333
527,1,-34.43711,15.124249
528,-1,50.1772,-26.596779
529,2,-21.742214,67.68977
530,-1,30.952776,64.62542
531,-1,-3.4340434,4.75042
532,3,34.56192,38.73311
533,2,-15.710408,68.02355
534,0,64.18852,-27.979156
535,-1,29.984123,-61.283936
536,-1,55.984108,-18.867168
537,3,39.520878,56.224003
538,-1,23.662638,28.313183
539,-1,21.459888,-76.5427
540,-1,-66.52099,1.3941572
541,0,59.890846,-23.396511
542,1,0.44454157,-46.44834
543,1,-44.8525,1.5495621
544,3,59.707825,47.978558
545,-1,-14.702357,61.79518
546,2,-44.717106,52.001884
547,-1,63.520863,-38.203163
548,1,-71.77634,18.783195
549,-1,55.863922,-33.890965
550,2,-43.266094,53.950047
551,2,-36.11906,49.318752
552,0,60.12532,-27.252861
553,-1,-39.888634,-74.719246
554,1,0.49250844,-36.60382
555,-1,12.905216,53.527245
556,3,62.45026,42.219368
557,-1,66.40774,-14.91489
558,0,61.664158,3.969505
559,-1,-19.460102,-60.636925
560,-1,-4.0845604,6.4224234
561,0,57.66384,0.7962369
562,1,-20.383451,-35.474777
563,-1,-81.16053,14.839572
564,-1,11.64064,-14.092543
565,-1,14.598392,-5.1739526
566,1,-37.606056,-2.1138868
567,-1,13.106579,-16.000957
568,-1,-64.2664,-37.528282
569,1,-22.822735,-26.11631
570,2,-41.451435,60.786983
571,-1,16.525364,55.504032
572,2,-8.833366,56.325333
573,-1,18.312607,56.61392
574,-1,-8.906173,7.834281
575,2,-18.395586,65.52372
576,1,-15.055795,-48.677734
577,-1,17.895546,54.806053
578,-1,-0.3899558,80.97499
579,-1,-8.518727,31.621147
580,-1,-41.41601,42.640915
581,2,-13.561664,80.50348
582,-1,15.670534,-28.495237
583,1,-41.606327,-3.6670904
584,0,68.25819,5.0903535
585,-1,12.806664,27.100035
586,2,-43.24609,49.137833
587,-1,18.172464,-64.8802
588,-1,-42.877605,-36.01062
589,3,11.142683,41.15009
590,3,37.41994,37.482765
591,1,-13.945547,-72.3082
592,0,79.404785,-5.8976417
593,0,56.788673,-19.482803
594,-1,-8.912947,-12.705673
595,-1,23.870983,14.222529
596,2,-38.321983,54.958076
597,-1,11.820712,68.62615
598,-1,46.169132,23.6376
599,1,-4.8701153,-59.185215
600,1,6.488745,-45.680702
601,2,-44.435314,44.380882
602,1,-2.2612884,-47.39556
603,-1,32.120907,6.036542
604,0,37.324814,-51.88246
605,-1,-48.32488,7.7867723
606,1,-2.9938471,-25.71557
607,-1,15.765811,-64.88049
608,3,-10.218672,20.404057
609,-1,28.168486,32.121803
610,-1,-52.091053,-52.570374
611,1,-43.430508,3.6433394
612,-1,12.688017,69.53122
613,3,2.6004622,39.16375
614,-1,23.65928,23.420277
615,2,-2.9085927,69.1403
616,-1,-52.18485,-57.66474
617,3,30.198786,36.604237
618,1,-6.3297205,-48.405373
619,-1,-15.337119,31.795876
620,-1,13.753467,66.79189
621,2,-26.585308,68.75202
622,-1,-29.997297,-68.9666
623,-1,69.59278,44.523582
624,1,-3.8268895,-31.74743
625,0,36.44042,-58.916126
626,0,-0.0769914,-80.76543
627,3,54.8485,40.74889
628,-1,48.07391,-29.888527
629,1,6.3526025,-38.01013
630,1,-4.5967383,-10.059215
631,3,38.736523,35.58189
632,-1,14.948366,30.381422
633,-1,-37.899834,20.481022
634,0,73.92428,-3.2952836
635,-1,31.565386,-16.262861
636,-1,27.528927,17.526617
637,1,-16.686005,-42.190422
638,-1,12.207072,34.51436
639,1,-0.37559673,-57.230175
640,-1,5.0847816,48.076046
641,-1,68.46891,-34.960976
642,3,24.485275,14.273135
643,1,-47.037266,7.0830903
644,-1,30.416853,38.499447
645,-1,-12.418807,-36.20808
646,-1,-75.56886,14.373461
647,3,27.822353,13.805212
648,-1,32.04691,-67.541626
649,0,56.45382,-31.46716
650,1,-16.446798,-51.728836
651,1,-3.8802192,-25.884161
652,1,-56.297955,18.812767
653,-1,57.277264,-38.26132
654,0,65.6512,-7.660328
655,0,23.267126,-70.92774
656,3,48.235928,57.36023
657,2,-53.996475,41.816265
658,-1,-43.144398,-74.43801
659,1,-1.4745198,-37.696037
660,0,66.60978,1.1229519
661,-1,-68.21827,2.739771
662,3,1.9128081,31.218801
663,-1,52.399124,-17.505926
664,-1,46.259552,-8.404529
665,1,-41.269234,6.270864
666,-1,34.57171,17.443205
667,-1,11.064552,30.614134
668,-1,-2.6748888,37.331356
669,0,55.83261,-12.182554
670,-1,-2.287814,4.1922226
671,-1,-65.23079,13.700473
672,0,24.150019,-72.24643
673,3,52.35638,56.490616
674,2,-6.1835413,63.95937
675,-1,-24.048803,-42.982826
676,-1,-67.57724,-3.0452464
677,1,-31.018404,7.0731635
678,-1,-69.775795,4.81777
679,-1,39.359447,9.067646
680,1,-9.355724,-38.90783
681,3,-8.530043,20.995995
682,2,-33.061966,50.216465
683,-1,-57.610783,-43.85647
684,3,-7.558923,17.362959
685,-1,-35.79734,-16.164906
686,-1,24.638018,-41.835316
687,3,2.4199846,35.53584
688,0,60.010475,-28.99179
689,-1,47.41412,-23.360493
690,-1,-7.9934726,56.656918
691,0,72.92604,6.7291684
692,-1,31.687704,34.81321
693,-1,5.116786,18.127478
694,-1,33.449684,-14.379564
695,-1,47.741444,-7.995194
696,-1,15.017571,-4.3088713
697,0,37.209675,-58.02097
698,1,-3.2748055,-48.808945
699,3,30.132122,2.8498118
700,0,35.38868,-60.331196
701,-1,51.50487,58.48882
702,0,27.548334,-72.036804
703,3,6.64723,38.57878
704,-1,-39.575455,49.412266
705,2,-43.139935,36.47294
706,1,-37.081707,13.872944
707,1,-3.5154626,-13.740724
708,-1,43.149555,28.474722
709,2,-49.212936,57.32877
710,0,73.88974,-0.37063777
711,-1,-14.826294,57.42894
712,-1,-49.73514,44.799744
713,0,75.45849,2.397051
714,0,73.95129,-6.10495
715,-1,6.489378,-84.91262
716,-1,-46.700092,-58.400726
717,-1,-38.280342,-20.144278
718,-1,-51.003204,-38.756252
719,3,56.59693,45.108013
720,1,-5.850638,-33.016853
721,-1,-14.107529,55.096817
722,-1,-50.539818,37.437428
723,-1,59.4487,-24.186039
724,1,-23.657639,-44.183327
725,2,-51.1788,46.66755
726,1,-36.847965,17.7357
727,-1,-34.969955,48.556396
728,1,-34.67536,17.556252
729,1,-23.474598,-73.19068
730,-1,13.483706,71.729034
731,-1,-41.15586,-71.577156
732,-1,61.17147,45.74757
733,2,-21.40932,58.90865
734,-1,13.049805,-15.507406
735,-1,-27.950762,-71.87338
736,-1,32.51354,38.79954
737,-1,-23.894207,-65.32208
738,0,68.35216,-24.466427
739,1,-78.151436,-1.7068337
740,-1,-43.183746,-21.425812
741,-1,36.69452,-12.676211
742,1,1.2433889,-33.728348
743,-1,61.100586,37.11402
744,-1,47.532444,23.917147
745,-1,-1.1230775,-75.546005
746,-1,-15.934598,-12.948788
747,-1,-55.666634,-31.652857
748,0,22.709139,-72.12396
749,0,44.641193,-57.59346
750,1,-42.08848,-24.201952
751,2,-12.077224,71.91821
752,2,-22.468828,65.36993
753,1,-6.1472015,-56.388634
754,0,51.75083,-19.662117
755,-1,-27.555984,65.57174
756,-1,57.319138,-11.103451
757,0,61.177074,-38.23092
758,3,8.594388,20.079622
759,3,55.522232,54.561996
760,0,48.898777,-29.861595
761,0,76.632126,22.392717
762,-1,24.539715,-66.48525
763,1,-83.97754,13.452056
764,3,4.601273,43.40387
765,3,-4.576379,10.432172
766,-1,3.5979505,17.648365
767,-1,-24.2996,61.809204
768,2,-14.224025,54.605194
769,0,72.1794,1.7264029
770,-1,-54.28787,-50.521996
771,0,25.404278,-45.92554
772,-1,-34.791016,40.844646
773,-1,-52.179436,-51.578335
774,-1,11.661064,22.118652
775,2,-20.47579,66.28792
776,1,-36.87392,-1.06023
777,-1,-52.815933,-47.579144
778,2,-19.035053,67.66575
779,-1,64.21328,-39.27515
780,0,38.66779,-54.001724
781,-1,79.86966,-4.8106985
782,-1,43.59476,-8.807195
783,1,-77.08185,4.69565
784,0,28.019577,-71.42889
785,-1,38.209995,-4.154922
786,1,-38.77271,10.384434
787,0,27.558065,-48.538822
788,-1,-45.49066,-49.248425
789,-1,-53.59905,-40.76159
790,2,-42.758232,52.345516
791,1,-8.900236,-37.12076
792,-1,-22.13726,-9.766273
793,1,-34.519455,18.343567
794,-1,60.579197,40.20216
795,0,68.831825,-5.0096416
796,3,28.950748,32.228302
797,-1,16.739231,-71.29231
798,3,41.312733,57.779953
799,-1,-43.525616,-52.282917
800,3,61.486824,48.42225
801,3,56.725933,41.239166
802,-1,-12.578503,24.853807
803,1,-18.681702,-2.650004
804,-1,14.209153,54.62659
805,1,-76.654045,1.6280715
806,0,71.335945,-16.487095
807,1,-40.17165,0.9971663
808,-1,-17.863024,-42.075127
809,-1,15.149554,-75.56029
810,-1,80.32908,19.749207
811,-1,38.31208,55.06659
812,0,-0.45890108,-78.0498
813,1,-44.19739,-13.309437
814,0,29.262535,-70.27882
815,-1,-11.885567,-13.655781
816,-1,0.34697226,9.087266
817,1,-80.32773,0.16454144
818,-1,-76.95274,-28.511412
819,-1,-77.7761,-22.988132
820,1,-4.7702546,-10.441346
821,-1,33.9951,-8.637243
822,3,-9.143555,14.483347
823,1,-77.58938,10.7643
824,3,44.333263,55.22084
825,-1,-47.34871,-48.048428
826,3,3.3388233,38.386135
827,-1,22.225256,36.358994
828,0,67.76196,-24.231928
829,2,-1.7352928,66.39284
830,2,-18.702568,59.911407
831,-1,-51.44178,-57.378075
832,-1,-15.816447,-41.537407
833,-1,-6.74103,40.695107
834,1,7.3921227,-38.78227
835,-1,-47.119984,44.137337
836,-1,-47.827362,-57.530815
837,-1,54.043583,-9.264349
838,2,-37.360596,50.85103
839,-1,-12.308995,65.09864
840,2,-47.9513,52.28372
841,-1,-42.301506,-23.415688
842,3,67.22531,40.8909
843,1,-72.95314,3.206426
844,-1,64.43761,38.593353
845,2,-4.385674,77.02399
846,-1,-66.12638,11.315045
847,-1,-48.99114,-47.489307
848,0,56.422836,-27.215858
849,2,-24.804647,69.05652
850,-1,11.281642,53.95123
851,-1,9.435517,39.21917
852,-1,73.54328,19.846952
853,0,60.62713,-39.7603
854,-1,-46.793365,-58.391747
855,1,-64.94549,10.3225
856,1,-16.972565,-68.1131
857,0,57.4124,-11.601945
858,-1,-18.92083,-6.939486
859,-1,-20.76323,68.25174
860,-1,-63.356544,15.171583
861,3,27.678139,22.15761
862,0,62.499466,-13.311605
863,-1,-41.1267,-71.49788
864,3,41.673943,25.82858
865,3,-10.627978,41.601368
866,-1,-27.854168,71.4531
867,-1,27.124311,34.319626
868,1,6.609478,-38.239822
869,1,-74.129944,18.374353
870,0,6.7253213,-82.36813
871,-1,15.833967,-73.90828
872,3,48.64388,56.33266
873,-1,36.751118,-8.278671
874,3,37.53301,15.120001
875,-1,25.80938,29.042957
876,2,-20.606655,79.489426
877,0,58.232967,-31.491302
878,0,26.257833,-48.675488
879,2,-47.78623,51.667408
880,-1,-28.64125,-37.3919
881,1,-8.822122,-16.27316
882,2,-49.176228,54.289116
883,-1,-64.91014,-39.983868
884,1,-10.2090845,-52.808483
885,-1,-59.738167,-39.614586
886,1,-65.042854,6.191585
887,-1,-62.91618,-35.810387
888,1,6.4669223,-49.502224
889,-1,-19.025003,-47.434628
890,1,-12.920445,-46.042107
