,cluster,x,y
2973,1,-42.7364,7.325785
2974,1,-69.36258,15.20897
2975,1,-33.34226,-11.246667
2976,0,24.614634,-75.81238
2977,2,-4.151177,76.94232
2978,0,59.315765,-21.543734
2979,-1,-14.427272,-12.557702
2980,1,-11.359588,-7.181561
2981,-1,29.194221,-61.257523
2982,1,-34.24378,17.015038
2983,3,-10.621643,35.466854
2984,0,23.705566,-71.131775
2985,2,-24.770681,65.83
2986,3,-3.4214423,30.105026
2987,0,38.7723,-53.63671
2988,-1,-13.486414,-28.848864
2989,3,54.927326,52.499004
2990,-1,-73.58334,20.434052
2991,0,68.356705,-5.2037144
2992,-1,-46.52381,-56.86705
2993,1,-68.812775,14.418822
2994,1,-35.727596,10.622902
2995,1,-31.70278,-44.854874
2996,1,3.696654,-29.301437
2997,-1,35.703026,-8.977456
2998,-1,20.857336,-63.21252
2999,2,-21.059374,62.385788
3000,2,-48.75615,56.141235
3001,3,37.795425,13.824679
3002,-1,-29.270933,-29.965761
3003,-1,10.820825,15.664347
3004,-1,31.838953,14.399253
3005,-1,-44.74914,-55.85177
3006,1,-43.412178,0.4230164
3007,3,30.388706,36.481003
3008,0,-0.95076704,-78.627174
3009,0,76.763336,-9.260933
3010,-1,20.163765,-22.568184
3011,-1,34.47712,-3.998642
3012,-1,33.6658,9.83859
3013,2,-19.613605,79.027
3014,0,23.477848,-72.61126
3015,0,24.091812,-72.201225
3016,-1,23.446331,30.640388
3017,1,-15.759109,-36.74016
3018,1,-6.47342,-57.688248
3019,1,-39.230896,13.101584
3020,1,-37.92123,-2.256473
3021,-1,12.6126795,-16.290873
3022,-1,35.50572,17.33267
3023,1,-8.92665,-26.067831
3024,-1,42.717266,52.914413
3025,0,72.16777,-0.53717715
3026,-1,25.21024,50.50338
3027,-1,-72.8208,18.348518
3028,0,17.083261,-67.50172
3029,-1,27.168907,15.366321
3030,1,-3.1619475,-30.469168
3031,-1,-53.879967,-55.254604
3032,-1,-1.094078,7.4954853
3033,3,37.23499,16.42842
3034,-1,42.43624,-48.62275
3035,-1,33.6974,-65.7609
3036,1,-4.5438156,-39.01347
3037,1,-38.31512,-0.8830107
3038,-1,32.247215,7.6905274
3039,0,54.93989,-39.035393
3040,-1,-42.526787,-55.338688
3041,1,-16.404308,-27.792082
3042,-1,-66.927475,13.212411
3043,3,3.58009,31.247478
3044,-1,-59.073498,-30.998285
3045,-1,45.7791,-5.616466
3046,1,-31.50808,9.214668
3047,1,-44.400837,1.1848091
3048,-1,19.480078,-20.68876
3049,3,3.8585079,16.046324
3050,1,-76.2101,1.3917828
3051,0,70.56887,-4.0875206
3052,0,26.453106,-47.98769
3053,-1,10.55319,-9.118501
3054,-1,12.286182,69.979485
3055,-1,46.950314,-7.9180813
3056,-1,-56.31073,20.417934
3057,-1,-4.407016,40.301037
3058,1,-47.751278,3.7321265
3059,-1,14.8941555,30.479074
3060,-1,-48.657116,-60.779976
3061,1,-42.233204,13.96807
3062,1,-8.492643,-44.203365
3063,1,-17.02929,-68.18854
3064,2,-41.403774,57.642982
3065,0,70.42751,-10.905501
3066,0,29.236479,-43.509457
3067,3,42.758183,29.076164
3068,-1,-22.816042,51.221687
3069,3,-9.931883,37.28637
3070,3,1.3420588,11.995152
3071,1,-6.109804,-58.045834
3072,1,-7.897479,-33.456932
3073,-1,-9.2004595,26.776724
3074,-1,-57.6513,-37.62933
3075,-1,25.546574,-40.592655
3076,0,69.24535,-23.167606
3077,-1,-51.979774,36.08269
3078,-1,52.209663,48.4435
3079,-1,-44.316006,36.89222
3080,3,-3.8988616,12.112671
3081,-1,12.030384,19.683697
3082,0,29.316784,-45.522358
3083,0,34.41432,-64.98933
3084,-1,-56.303158,34.50884
3085,-1,61.096485,37.264706
3086,3,-8.867678,33.34728
3087,-1,-43.270992,-74.928856
3088,1,-14.635513,-45.69849
3089,-1,-19.985123,-9.55785
3090,-1,-0.87769955,-59.04394
3091,1,2.5678017,-54.72774
3092,-1,37.807007,37.37178
3093,2,-2.5734158,74.54129
3094,-1,-55.68049,17.309576
3095,-1,-40.320976,50.65119
3096,2,-13.270766,57.65681
3097,1,-80.48514,-4.445333
3098,-1,52.541973,49.0283
3099,2,-2.2988892,69.73483
3100,1,-18.572767,-0.15489195
3101,-1,68.64571,-34.499325
3102,2,-21.821651,55.804955
3103,0,30.747307,-70.63473
3104,-1,57.581917,-14.066089
3105,1,-11.16007,-27.525312
3106,0,25.66441,-75.4594
3107,2,-24.63174,51.027412
3108,-1,-34.000313,-9.337195
3109,-1,-55.50363,-52.80491
3110,3,28.041756,14.325593
3111,1,-16.69064,-28.60763
3112,2,-27.923332,53.928825
3113,0,64.671936,-27.131771
3114,-1,-2.4597802,81.317314
3115,1,-44.614307,1.4466741
3116,-1,22.999483,19.284874
3117,-1,22.72246,28.835592
3118,1,-77.58769,-0.1653972
3119,-1,-63.458576,0.27819145
3120,3,3.041889,15.723213
3121,0,19.010489,-75.906815
3122,-1,-13.726347,-14.074119
3123,-1,14.353472,-27.608095
3124,-1,-0.7364791,-58.942806
3125,3,39.898083,30.141922
3126,-1,14.857959,-75.22471
3127,0,59.19035,-16.644608
3128,1,-56.474182,18.399359
3129,-1,-48.85013,-52.99042
3130,-1,-41.142796,-75.87809
3131,1,-11.38935,-45.69082
3132,-1,27.998228,4.2262216
3133,0,65.452385,1.1525996
3134,1,-3.3434997,-38.115948
3135,0,69.84887,8.152982
3136,-1,2.8917763,14.811694
3137,2,-44.47359,44.959293
3138,-1,14.583699,55.714622
3139,1,-80.723625,-3.8134508
3140,2,-7.7192416,77.90443
3141,3,34.61506,24.986145
3142,2,-20.73977,62.757637
3143,3,29.279346,13.393452
3144,1,-0.4937035,-12.191603
3145,-1,-82.384995,13.54135
3146,0,57.63961,-27.213818
3147,-1,-61.552486,-34.00569
3148,-1,18.43991,-64.50962
3149,1,-17.22106,-47.3628
3150,-1,4.861472,48.19969
3151,-1,-20.641987,-33.47954
3152,-1,-20.711918,-69.527885
3153,1,-10.393114,-51.49238
3154,-1,-12.951411,-15.33523
3155,1,-35.30072,12.650062
3156,0,74.815475,1.8027453
3157,3,-6.4419503,12.683012
3158,1,-26.868618,-1.9162772
3159,-1,12.711192,17.940125
3160,-1,47.783165,23.96407
3161,-1,20.378876,10.852705
3162,1,-35.911167,-1.4436513
3163,-1,39.86866,66.3888
3164,-1,5.694707,-83.86164
3165,3,58.33795,49.65925
3166,1,-47.667625,-14.671665
3167,0,74.591,-6.6510463
3168,-1,45.660545,-10.093237
3169,-1,17.640118,55.21202
3170,2,-1.4631338,70.41902
3171,0,37.374416,-58.23509
3172,-1,79.74026,-7.3379784
3173,-1,-19.670084,-9.550664
3174,0,77.12396,21.36438
3175,-1,34.116055,2.6688402
3176,-1,50.854435,-36.11108
3177,-1,-80.76289,-22.296024
3178,0,59.915035,-40.913116
3179,-1,-6.5654564,12.187266
3180,3,-9.460946,30.336374
3181,-1,-23.912247,78.32196
3182,1,-20.310343,-2.179065
3183,1,-81.34415,-3.9870915
3184,-1,42.378517,-9.512826
3185,1,-25.165813,-28.827394
3186,-1,23.904,-55.045464
3187,2,-31.550507,47.493465
3188,0,59.757973,-15.327824
3189,-1,12.417501,-16.010996
3190,-1,-53.756958,-40.56225
3191,3,10.1159935,41.404606
3192,3,-7.1961164,8.354437
3193,-1,-24.639551,-10.79609
3194,3,28.975584,26.572897
3195,-1,-46.01356,-19.994661
3196,-1,-35.228443,12.532947
3197,2,-18.11073,78.9713
3198,3,43.83843,53.541664
3199,-1,20.025122,-5.479329
3200,-1,17.813417,-24.566439
3201,0,68.65558,-19.51539
3202,0,1.6462897,-84.29559
3203,1,-80.20897,3.0163352
3204,0,25.397083,-75.71706
3205,3,3.0752811,46.11072
3206,-1,22.714092,18.241114
3207,1,-42.310013,5.7736425
3208,0,60.527637,-28.735899
3209,-1,10.884713,-15.996906
3210,0,65.76134,-7.074234
3211,-1,22.360985,-55.82721
3212,-1,-77.584984,-27.84296
3213,3,41.220932,64.22126
3214,0,76.0515,-0.93366665
3215,1,-30.448183,14.497285
3216,0,63.96359,2.8534684
3217,3,-8.030325,31.07258
3218,-1,12.421517,30.699945
3219,-1,9.595186,20.579197
3220,-1,49.60327,48.626823
3221,-1,-75.63341,-24.390198
3222,1,1.9138672,-45.482613
3223,1,-44.873825,-12.420514
3224,0,61.344673,-10.645175
3225,0,40.406204,-65.2185
3226,0,47.100124,-54.04422
3227,3,55.579334,41.233418
3228,0,52.51364,-29.387392
3229,3,-10.247615,38.294914
3230,-1,-2.76151,-45.317417
3231,1,-3.0360718,-48.75899
3232,-1,17.008118,-22.112452
3233,-1,17.017153,-17.519827
3234,1,-77.83194,-0.21647137
3235,-1,-73.05737,-3.3586435
3236,-1,43.279617,-9.445241
3237,3,25.139215,15.854562
3238,1,-83.0115,12.195823
3239,1,-3.8611088,-50.405613
3240,-1,25.413382,12.440331
3241,1,-8.983392,-54.185463
3242,-1,-49.024857,6.614677
3243,3,8.345354,35.91262
3244,3,44.013767,63.093338
3245,2,-21.78656,53.695267
3246,1,-3.3717823,-16.497509
3247,-1,18.417442,-17.003246
3248,0,22.582745,-69.972786
3249,3,36.037025,36.668785
3250,1,-73.12785,-1.0699008
3251,1,-0.009207755,-26.57084
3252,3,-13.076848,18.286325
3253,3,-3.1196957,27.128994
3254,2,-19.49627,63.700214
3255,1,-31.71693,-44.7293
3256,2,-8.031935,78.80884
3257,-1,18.526358,-24.392897
3258,-1,31.833542,-28.964102
3259,1,-8.41937,-36.982708
3260,1,-17.529333,-47.0383
3261,-1,-81.041145,-25.530434
3262,1,-73.30576,16.663353
3263,1,-5.283594,-33.9552
3264,-1,-27.438782,71.52445
3265,-1,-55.61089,-37.64031
3266,1,-73.291664,-0.42309883
3267,1,-1.4419997,-55.379475
3268,1,-39.249767,12.946565
3269,1,-48.222305,-21.7852
3270,-1,23.293993,9.278455
3271,-1,33.163944,-11.682703
3272,-1,-72.333435,21.652067
3273,1,-44.48037,-18.657537
3274,1,-26.514513,-42.00258
3275,-1,9.19645,-10.312592
3276,2,-49.513424,44.999153
3277,0,75.45252,19.22871
3278,3,0.46800533,12.093238
3279,3,-2.170086,16.849388
3280,-1,-51.39418,57.708763
3281,-1,-55.32493,18.729914
3282,-1,-59.976936,17.828842
3283,-1,-42.512405,-55.08036
3284,1,-57.232906,16.357365
3285,-1,-64.99399,-39.744175
3286,-1,20.468487,-67.947914
3287,-1,-53.35477,-52.615284
3288,2,-48.98974,58.978165
3289,0,32.809193,-58.72022
3290,-1,38.534016,56.403336
3291,1,-42.520607,-3.1002245
3292,2,-34.057194,64.77234
3293,-1,59.667995,42.548336
3294,1,-8.862464,-57.196056
3295,0,64.429924,5.6644316
3296,3,40.3422,20.623713
3297,-1,12.880995,-14.239391
3298,-1,-2.2252684,-81.31802
3299,-1,4.607607,-82.19572
3300,2,-26.90474,68.590385
3301,2,-52.014156,45.915806
3302,2,-12.926518,57.6388
3303,1,-29.033781,-41.808514
3304,1,-47.09651,-18.002327
3305,1,-75.23602,-2.5827003
3306,1,-36.8825,-2.050835
3307,1,-84.38448,12.421825
3308,0,41.468998,-50.160526
3309,-1,-55.519424,38.08916
3310,1,-13.897053,-41.606052
3311,3,33.05843,4.1269035
3312,1,-76.98921,0.91787547
3313,2,-12.028611,70.14782
3314,-1,20.315964,-3.0385587
3315,3,-13.086455,29.071655
3316,3,51.323498,56.255833
3317,-1,66.93932,37.184196
3318,-1,68.43717,-0.442636
3319,1,3.6550264,-44.551373
3320,0,17.411129,-68.341965
3321,-1,-52.897053,-56.185516
3322,-1,47.728367,57.070976
3323,0,36.470535,-68.41107
3324,0,64.3612,-10.344468
3325,-1,-40.596123,-75.7882
3326,3,0.14095263,19.119848
3327,-1,31.03076,-52.46356
3328,-1,38.868,61.944595
3329,1,-20.126648,-72.24873
3330,0,51.55852,-33.6419
3331,1,1.2849005,-31.810877
3332,-1,-24.510735,-12.212707
3333,0,64.48803,7.28201
3334,-1,-62.962933,-38.995075
3335,1,-47.748257,-13.260624
3336,-1,22.550997,15.897687
3337,3,4.1858754,31.145153
3338,-1,48.201572,-28.704264
3339,2,-33.067196,46.298923
3340,-1,22.57627,47.720936
3341,-1,25.610289,50.307617
3342,-1,-51.23804,-39.99312
3343,-1,-22.423143,-24.502306
3344,1,-34.44314,2.1900063
3345,3,31.786108,33.79092
3346,2,-13.009914,71.486374
3347,-1,29.114826,20.3864
3348,1,-18.030123,-36.992115
3349,0,34.185463,-60.80889
3350,0,64.57909,6.7662272
3351,-1,-41.99377,-51.754436
3352,2,-26.482407,66.38407
3353,-1,-77.20478,-21.54826
3354,-1,-55.384953,-34.30259
3355,-1,-0.3165999,81.08564
3356,3,28.362736,32.247005
3357,-1,-39.789013,9.607442
3358,1,-45.152126,-16.290466
3359,1,-70.024994,9.980584
3360,3,-1.323275,42.816032
3361,-1,41.77088,15.380879
3362,2,-52.76225,34.206985
3363,1,3.377371,-29.148712
3364,2,-43.546345,56.098984
3365,-1,-34.86607,2.9407384
3366,-1,21.924816,36.401073
3367,-1,-37.40965,6.2131376
3368,0,75.492714,-3.1075754
3369,-1,33.2226,64.73354
3370,0,42.087635,-56.48146
3371,-1,2.170619,21.615477
3372,-1,22.877445,50.978325
3373,3,35.32226,7.759765
3374,1,-3.9863906,-50.155746
3375,-1,-26.916101,68.711075
3376,2,-48.399406,54.68383
3377,-1,-73.555595,-20.261484
3378,-1,23.584972,19.93359
3379,-1,33.498623,-11.565081
3380,0,75.23951,20.152615
3381,2,-38.127563,58.187874
3382,1,-13.229689,-48.627464
3383,-1,-6.3887925,8.903854
3384,-1,29.938284,12.165576
3385,0,78.88479,1.1166964
3386,0,66.754486,0.13044634
3387,3,27.754833,30.042582
3388,2,-12.128977,71.72388
3389,1,-32.161163,-10.277483
3390,1,-7.6895285,-48.423023
3391,1,0.42054945,-34.83021
3392,1,-21.169428,-73.33622
3393,0,3.6356976,-83.84022
3394,-1,-21.058765,-24.072723
3395,1,-47.855366,6.413876
3396,3,36.785866,9.3446045
3397,2,-46.19587,53.131786
3398,-1,-63.82806,-39.837494
3399,-1,-41.969894,-53.114006
3400,-1,-35.298275,39.72701
3401,1,-37.515156,9.8347845
3402,-1,36.357395,26.392107
3403,-1,11.190975,-8.008149
3404,3,48.683987,65.3188
3405,-1,4.325166,14.390656
3406,-1,50.32448,61.28881
3407,2,-51.373295,55.791206
3408,-1,64.948456,48.258396
3409,3,53.521282,50.539288
3410,-1,46.148987,65.49578
3411,3,33.23851,28.887604
3412,2,-11.329745,58.658623
3413,-1,-26.268246,-64.7152
3414,-1,17.90123,55.367855
3415,3,4.5453753,30.299816
3416,3,51.553455,44.91234
3417,-1,-42.32904,-55.80401
3418,-1,51.2762,-22.216862
3419,0,5.8233776,-81.90783
3420,-1,-47.31553,-50.861416
3421,0,58.269066,-38.37685
3422,3,31.175112,30.660238
3423,-1,-48.341347,7.80118
3424,3,31.751698,5.6949444
3425,3,36.336174,15.035737
3426,1,-22.457794,-67.69441
3427,2,-46.77218,58.326035
3428,-1,-59.838684,-39.523212
3429,-1,33.278046,-10.509356
3430,3,-4.1992974,37.72663
3431,-1,-51.389275,-58.933384
3432,-1,48.583794,50.721455
3433,3,-4.909975,45.416214
3434,-1,26.021868,7.3940396
3435,1,-29.055073,6.811032
3436,2,-11.037064,75.83621
3437,3,42.61917,53.054916
3438,-1,70.82173,42.025303
3439,3,-11.751066,15.216487
3440,1,9.6113405,-44.461067
3441,0,73.85685,6.1389275
3442,1,-38.94714,-0.6407513
3443,0,68.42417,-33.935974
3444,-1,-25.878252,-25.440044
3445,0,17.288584,-67.66265
3446,3,-8.745742,15.571062
3447,0,68.45489,4.7293787
3448,0,75.995316,19.332203
3449,2,-51.298347,39.859497
3450,0,73.89679,-2.2215743
3451,2,-13.686419,57.491623
3452,2,-11.939491,79.89299
3453,3,34.32522,38.13559
3454,1,-49.23263,-0.45324427
3455,1,-24.358173,-33.570633
3456,0,19.283384,-68.45006
3457,-1,72.51483,8.705873
3458,-1,41.07727,57.95216
3459,-1,-14.677886,55.12952
3460,1,-31.741158,9.124987
3461,0,39.273876,-64.06878
3462,-1,-4.248836,34.717236
3463,-1,15.761589,56.778545
3464,3,33.18378,36.197395
3465,1,-27.33996,-34.86768
3466,0,75.78916,20.201519
3467,-1,-25.770405,-10.73035
3468,1,-51.12439,-14.168902
3469,-1,13.566737,52.754
3470,1,-73.288605,-1.6175476
3471,1,-10.460309,-28.206186
3472,2,-44.700592,44.883698
3473,1,-45.785725,-18.892889
3474,0,57.310802,-5.586528
3475,-1,59.558987,52.327465
3476,1,-29.035124,11.545084
3477,-1,-16.550917,80.81257
3478,1,-5.2681785,-33.51295
3479,0,63.11014,-15.835408
3480,-1,-54.727554,-53.25648
3481,1,-47.40195,6.560142
3482,-1,14.597331,-14.659875
3483,-1,-48.440205,-61.22586
3484,3,4.0478163,35.336384
3485,1,-84.09774,0.47914165
3486,-1,23.734102,19.05764
3487,0,55.825783,-30.327162
3488,-1,14.8552885,-3.9540806
3489,1,-23.95812,-0.036250163
3490,-1,-56.23983,-34.718105
3491,-1,-24.66822,-63.66497
3492,-1,13.149759,70.62073
3493,-1,-22.559319,74.57556
3494,-1,33.264374,-17.538717
3495,-1,14.391601,21.324787
3496,-1,-62.745876,1.690805
3497,2,-8.123736,74.825516
3498,-1,59.335533,39.44574
3499,-1,24.111778,48.14758
3500,1,-38.382786,-0.14516069
3501,-1,14.390865,14.516535
3502,1,-45.66259,-13.881311
3503,1,-82.42944,10.42722
3504,-1,-62.056282,-32.30724
3505,-1,-9.529345,55.44261
3506,2,-34.040924,58.605892
3507,1,3.1298165,-28.497202
3508,-1,-72.43447,-22.278412
3509,-1,33.937206,19.862259
3510,2,-44.47298,60.582886
3511,3,34.79639,38.922962
3512,0,59.87529,-12.820477
3513,0,71.998184,-4.9728928
3514,-1,-10.266285,65.134865
3515,0,32.07055,-59.592323
3516,-1,31.096592,66.75247
3517,2,-35.969326,43.12498
3518,-1,13.457833,30.134808
3519,3,39.352818,33.24524
3520,2,-30.817692,48.818943
3521,1,-23.966345,-73.16375
3522,-1,30.524359,-29.208296
3523,-1,10.919233,-8.038561
3524,-1,14.631221,56.842567
3525,2,-19.951895,81.22307
3526,-1,-2.9022195,20.284916
3527,0,65.69372,-31.759472
3528,2,-22.533718,61.550648
3529,-1,-54.154552,-54.905655
3530,0,74.09247,20.135105
3531,-1,-25.171776,-71.441795
3532,-1,19.667566,-23.083975
3533,0,23.705502,-74.06156
3534,3,2.5536141,41.92497
3535,-1,63.538383,51.82105
3536,1,0.041180547,-50.375088
3537,-1,-70.255844,0.18796356
3538,3,4.0118318,6.6701136
3539,-1,-50.700123,4.7034783
3540,1,-69.93405,17.853096
3541,1,-3.3596814,-27.499706
3542,-1,14.627562,49.35217
3543,0,62.4709,6.2052417
3544,2,-9.068532,72.29279
3545,-1,41.729107,16.12332
3546,-1,55.56293,-5.9894705
3547,2,-16.75462,73.252495
3548,-1,-49.993458,35.170883
3549,1,9.816473,-47.960457
3550,3,30.5831,36.632328
3551,-1,8.053056,-82.21171
3552,3,34.060688,31.963793
3553,0,68.13989,2.9579172
3554,1,-11.687525,-40.988373
3555,1,-36.143658,18.18753
3556,3,-6.632761,41.28271
3557,3,-0.7215582,37.57531
3558,-1,-38.75423,-76.31256
3559,3,2.4802003,12.304358
3560,1,-0.30096847,-57.43332
3561,-1,-19.460527,-40.605953
3562,0,59.992367,-20.57394
3563,3,-9.21462,41.5481
3564,-1,-73.05424,-22.619839
3565,1,-15.394619,-36.459877
3566,1,-49.57928,3.5053859
3567,0,63.596535,-25.789513
3568,3,51.07152,45.96429
3569,-1,-52.521084,-2.8503926
3570,-1,-72.29441,21.78226
3571,-1,67.11723,14.058155
3572,1,-4.2927837,-42.17765
3573,-1,35.245216,-13.175765
3574,-1,-36.61762,15.518148
3575,-1,50.201168,-26.77463
3576,3,-12.580764,19.854248
3577,3,63.416267,46.22019
3578,1,-1.1594739,-36.252945
3579,0,32.16615,-56.94942
3580,0,66.85191,6.59585
3581,-1,-5.751521,22.58882
3582,3,-12.763248,17.666864
3583,1,-24.265207,-26.818811
3584,0,0.45870268,-80.16649
3585,1,-33.587563,8.98196
3586,-1,-41.244755,-73.673134
3587,3,-13.5459175,27.119764
3588,3,41.738384,14.786376
3589,3,51.27416,58.610313
3590,1,-50.587524,0.8097545
3591,3,-3.340233,11.563388
3592,0,62.2115,-25.097069
3593,-1,29.029554,34.92966
3594,-1,-71.28699,-20.638369
3595,0,67.87828,-26.935326
3596,3,3.0507278,16.570997
3597,-1,47.82918,-29.693108
3598,2,-8.335232,74.672165
3599,1,-48.930416,-4.4319224
3600,1,-1.5407631,-51.7427
3601,3,40.26679,65.756645
3602,0,52.85005,-15.377622
3603,3,2.2655847,28.891485
3604,-1,-59.58913,-42.794994
3605,-1,-27.133793,-64.6661
3606,0,38.099648,-63.699585
3607,-1,-38.61294,57.271786
3608,-1,-39.878292,-76.14878
3609,3,0.4088235,38.505547
3610,0,24.21497,-42.16268
3611,-1,47.58088,-7.019547
3612,3,-7.761933,43.577274
3613,1,-19.447845,-1.1720408
3614,-1,47.568146,-28.260347
3615,-1,-69.41312,0.79554856
3616,-1,22.82124,-20.72975
3617,1,-27.440657,-33.108753
3618,-1,57.230995,-3.1217408
3619,-1,23.674519,-46.886127
3620,-1,-64.436584,-34.12488
3621,-1,55.37404,-11.969019
3622,-1,-36.59711,38.986835
3623,-1,-72.6407,12.856291
3624,-1,-58.471977,-31.542711
3625,-1,-4.646407,21.995335
3626,0,68.47476,-34.52793
3627,2,-51.269104,46.810406
3628,-1,-59.691547,14.63468
3629,-1,63.075985,1.9814322
3630,0,44.78942,-58.444176
3631,1,-40.18154,13.833591
3632,0,52.650867,-22.275839
3633,-1,23.319206,-55.312893
3634,-1,70.574554,-32.791595
3635,3,-1.5203378,4.9994884
3636,3,27.46442,13.506125
3637,-1,35.481762,-6.0112066
3638,1,-16.981392,-49.29046
3639,-1,71.29596,-30.74576
3640,-1,23.219872,9.603467
3641,-1,-79.75564,-22.570522
3642,3,28.800642,20.319262
3643,-1,35.05786,-9.9143915
3644,-1,-70.7982,15.295488
3645,-1,-9.709225,62.927334
3646,1,-30.640331,10.663418
3647,1,-46.152527,-21.487633
3648,2,-20.664806,61.545692
3649,0,52.827957,-36.390617
3650,2,-10.12706,67.628044
3651,2,-51.542473,40.04535
3652,-1,33.38263,-8.011566
3653,-1,-25.74389,-71.13263
3654,-1,67.49302,13.817117
3655,0,73.41829,6.5934057
3656,2,-12.161831,73.08521
3657,3,-2.6215296,42.842106
3658,2,-17.978882,62.44838
3659,-1,45.805134,23.506939
3660,0,22.047699,-74.35753
3661,2,-51.405586,36.60568
3662,-1,-34.972713,-12.853843
3663,-1,-39.622475,-71.72522
3664,3,-9.895129,37.19604
3665,0,22.31178,-67.87145
3666,-1,51.65772,-12.340959
3667,-1,30.294558,-28.368975
3668,-1,24.632418,-43.233265
3669,-1,-59.594215,-32.697662
3670,1,-23.82719,-73.629425
3671,1,-2.4751704,-56.37365
3672,-1,-65.04326,-34.215683
3673,-1,50.66187,58.96041
3674,-1,41.81894,16.255438
3675,1,0.4950531,-53.717293
3676,1,-17.320406,-51.762474
3677,-1,9.070128,21.689056
3678,-1,-6.161356,41.860725
3679,-1,23.67321,51.23704
3680,0,57.294197,-21.758015
3681,1,-18.492826,-46.123096
3682,2,-38.3199,52.021942
3683,1,-66.540665,1.0650455
3684,1,-33.841686,-9.7623
3685,2,-7.623144,65.77299
3686,0,69.64383,7.988217
3687,3,27.948503,3.8760595
3688,1,-81.751854,0.9060324
3689,1,-35.718662,1.7055565
3690,-1,-81.797615,-22.457714
3691,3,-0.002353695,33.78714
3692,0,60.44223,-8.258449
3693,2,-26.922235,68.51324
3694,0,31.512466,-57.67161
3695,-1,69.17441,44.851303
3696,0,64.15639,-28.329105
3697,1,-41.941837,-22.598652
3698,3,38.274364,14.223652
3699,1,-19.97018,2.000096
3700,1,-25.072777,-69.52314
3701,1,-4.952675,-33.871967
3702,3,69.92463,40.973732
3703,-1,25.37062,21.478233
3704,0,-0.9513646,-84.6513
3705,2,-31.625996,50.07954
3706,-1,28.804525,25.210985
3707,1,-38.2757,9.052585
3708,2,-8.933017,55.785908
3709,-1,63.72674,45.527466
3710,0,74.10034,5.3187504
3711,-1,-54.41853,-38.27251
3712,0,34.504276,-57.229664
3713,-1,38.27906,9.640906
3714,-1,61.729633,-33.201443
3715,1,-33.792686,8.933982
3716,-1,11.916255,-8.137305
3717,-1,19.862211,-23.974028
3718,2,-34.303566,64.63193
3719,3,-11.290194,20.038502
3720,1,-20.182215,-26.940748
3721,2,-30.71736,48.340355
3722,-1,-17.04156,-14.476126
3723,1,-19.659704,-26.456211
3724,-1,31.620432,-14.291227
3725,1,-43.95777,-18.251268
3726,1,-30.173222,-39.582687
3727,-1,-26.633701,-66.44281
3728,-1,-52.023754,-54.020035
3729,-1,6.8955665,6.282884
3730,-1,11.350181,-6.8116913
3731,2,-3.1036406,66.482506
3732,-1,12.439297,65.42482
3733,2,-39.921593,55.541042
3734,3,-1.5487316,43.575836
3735,0,-1.3761277,-78.78424
3736,-1,32.61352,-64.421715
3737,0,23.938547,-74.189064
3738,1,-8.389857,-31.841923
3739,1,-40.630466,14.681879
3740,-1,18.614307,-0.09257488
3741,1,-4.9582815,-51.960155
3742,-1,18.114605,-18.149141
3743,-1,-9.236641,22.961779
3744,2,-53.826607,36.612812
3745,1,-24.63085,-71.70058
3746,1,-68.6983,16.73646
3747,-1,-8.804068,-15.553285
3748,3,1.2733598,15.525967
3749,0,75.766846,18.884693
3750,3,-4.259182,37.91812
3751,1,-47.87757,-2.48882
3752,-1,65.15448,-35.434074
3753,2,-3.5278072,66.20563
3754,0,2.881001,-83.343895
3755,1,-41.11854,-4.85409
3756,0,4.6096406,-85.32826
3757,2,-37.380844,50.808395
3758,-1,-32.669846,-13.125629
3759,-1,-15.732141,-13.457718
3760,-1,-4.270596,35.188904
3761,3,37.837227,15.401696
3762,-1,-4.4209547,14.121813
3763,1,-37.023487,-0.56726867
3764,2,-54.97388,38.89851
3765,2,-24.86224,67.31604
3766,-1,-52.167267,-38.951298
3767,-1,28.466448,-30.45611
3768,-1,-63.45474,-33.98828
3769,-1,10.196017,17.948597
3770,1,11.588233,-43.79541
3771,1,-23.213566,-70.282616
3772,-1,1.1617163,-85.961105
3773,1,-17.77612,-49.19131
3774,-1,53.1738,-19.377638
3775,3,27.202139,24.318808
3776,1,-26.716053,-70.98423
3777,-1,70.41697,-27.011227
3778,-1,43.482357,51.493183
3779,-1,-82.49756,12.937108
3780,-1,-6.8178124,24.983463
3781,-1,25.699312,50.285145
3782,-1,-49.543404,-53.95685
3783,1,-35.22903,18.68306
3784,0,69.69761,-28.625826
3785,1,1.3727318,-45.832184
3786,1,-26.669935,-40.00468
3787,3,8.433507,36.56334
3788,0,29.2442,-60.789993
3789,-1,-64.50845,-37.897705
3790,-1,-20.667788,-32.4056
3791,-1,-63.27414,-43.319084
3792,1,-27.638754,-39.440475
3793,2,-22.772888,60.06793
3794,-1,24.19479,52.70133
3795,-1,30.533743,-40.83591
3796,1,8.153401,-43.67368
3797,0,70.51384,-4.2299175
3798,-1,-0.716677,20.59508
3799,1,-3.512489,-13.5004425
3800,0,29.61607,-70.671295
3801,-1,-26.906569,50.907608
3802,1,-7.827443,-54.4694
3803,-1,-8.935758,55.64983
3804,1,-20.500671,-32.483257
3805,-1,13.375355,65.228745
3806,1,3.3719258,-39.171013
3807,-1,-51.9257,-53.926834
3808,0,36.40731,-56.162224
3809,3,40.696457,64.816025
3810,0,1.9365721,-84.06559
3811,2,-44.083057,57.91518
3812,2,-21.483643,62.128887
